year,measure_type,leading_10_ranking,measure,group,subgroup,estimate_type,estimate,reliable
2022,By primary diagnosis,3,3. Diseases of the respiratory system,By region,West,"Visit rate (per 1,000 people)",36.6,Yes
2022,By primary diagnosis,3,3. Diseases of the respiratory system,By primary payment source,Private insurance,"Visit rate (per 1,000 people)",17.2,Yes
2022,By primary diagnosis,3,3. Diseases of the respiratory system,By primary payment source,Medicare,"Visit rate (per 1,000 people)",30.9,Yes
2022,By primary diagnosis,3,3. Diseases of the respiratory system,By primary payment source,Medicaid,"Visit rate (per 1,000 people)",119.5,Yes
2022,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,Total,All visits,"Visit rate (per 1,000 people)",33.3,Yes
2022,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By sex,Female,"Visit rate (per 1,000 people)",37.3,Yes
2022,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By sex,Male,"Visit rate (per 1,000 people)",29.3,Yes
2022,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By age,0-17 years old,"Visit rate (per 1,000 people)",14.7,Yes
2022,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By age,18-44 years old,"Visit rate (per 1,000 people)",32.7,Yes
2022,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By age,45-64 years old,"Visit rate (per 1,000 people)",39.8,Yes
2022,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By age,65+ years old,"Visit rate (per 1,000 people)",49.3,Yes
2022,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By race/ethnicity,Non-Hispanic white,"Visit rate (per 1,000 people)",32.3,Yes
2022,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By race/ethnicity,Non-Hispanic black,"Visit rate (per 1,000 people)",70.6,Yes
2022,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",21.6,Yes
2022,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By race/ethnicity,Non-Hispanic other,"Visit rate (per 1,000 people)",14.7,Yes
2022,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By region,Northeast,"Visit rate (per 1,000 people)",31.7,Yes
2022,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By region,Midwest,"Visit rate (per 1,000 people)",31.2,Yes
2022,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By region,South,"Visit rate (per 1,000 people)",36.4,Yes
2022,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By region,West,"Visit rate (per 1,000 people)",31.4,Yes
2022,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By primary payment source,Private insurance,"Visit rate (per 1,000 people)",13.4,Yes
2022,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By primary payment source,Medicare,"Visit rate (per 1,000 people)",49.0,Yes
2022,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By primary payment source,Medicaid,"Visit rate (per 1,000 people)",63.4,Yes
2022,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By primary payment source,Uninsured,"Visit rate (per 1,000 people)",22.1,Yes
2022,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By primary payment source,Other,"Visit rate (per 1,000 people)",50.1,Yes
2022,By primary diagnosis,5,5. Diseases of the digestive system,Total,All visits,"Visit rate (per 1,000 people)",26.8,Yes
2022,By primary diagnosis,5,5. Diseases of the digestive system,By sex,Female,"Visit rate (per 1,000 people)",25.8,Yes
2022,By primary diagnosis,5,5. Diseases of the digestive system,By sex,Male,"Visit rate (per 1,000 people)",27.8,Yes
2022,By primary diagnosis,5,5. Diseases of the digestive system,By age,0-17 years old,"Visit rate (per 1,000 people)",16.3,Yes
2022,By primary diagnosis,5,5. Diseases of the digestive system,By age,18-44 years old,"Visit rate (per 1,000 people)",28.6,Yes
2022,By primary diagnosis,5,5. Diseases of the digestive system,By age,45-64 years old,"Visit rate (per 1,000 people)",27.1,Yes
2022,By primary diagnosis,5,5. Diseases of the digestive system,By age,65+ years old,"Visit rate (per 1,000 people)",35.7,Yes
2022,By primary diagnosis,5,5. Diseases of the digestive system,By race/ethnicity,Non-Hispanic white,"Visit rate (per 1,000 people)",25.8,Yes
2022,By primary diagnosis,5,5. Diseases of the digestive system,By race/ethnicity,Non-Hispanic black,"Visit rate (per 1,000 people)",43.3,Yes
2022,By primary diagnosis,5,5. Diseases of the digestive system,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",26.8,Yes
2022,By primary diagnosis,5,5. Diseases of the digestive system,By race/ethnicity,Non-Hispanic other,"Visit rate (per 1,000 people)",10.8,Yes
2022,By primary diagnosis,5,5. Diseases of the digestive system,By region,Northeast,"Visit rate (per 1,000 people)",31.1,Yes
2022,By primary diagnosis,5,5. Diseases of the digestive system,By region,Midwest,"Visit rate (per 1,000 people)",25.4,Yes
2022,By primary diagnosis,5,5. Diseases of the digestive system,By region,South,"Visit rate (per 1,000 people)",26.0,Yes
2022,By primary diagnosis,5,5. Diseases of the digestive system,By region,West,"Visit rate (per 1,000 people)",26.0,Yes
2022,By primary diagnosis,5,5. Diseases of the digestive system,By primary payment source,Private insurance,"Visit rate (per 1,000 people)",13.7,Yes
2022,By primary diagnosis,5,5. Diseases of the digestive system,By primary payment source,Medicare,"Visit rate (per 1,000 people)",31.8,Yes
2022,By primary diagnosis,5,5. Diseases of the digestive system,By primary payment source,Medicaid,"Visit rate (per 1,000 people)",52.0,Yes
2022,By primary diagnosis,5,5. Diseases of the digestive system,By primary payment source,Uninsured,"Visit rate (per 1,000 people)",19.6,Yes
2022,By primary diagnosis,6,6. Diseases of the genitourinary system,Total,All visits,"Visit rate (per 1,000 people)",22.3,Yes
2022,By primary diagnosis,6,6. Diseases of the genitourinary system,By sex,Female,"Visit rate (per 1,000 people)",28.4,Yes
2022,By primary diagnosis,6,6. Diseases of the genitourinary system,By sex,Male,"Visit rate (per 1,000 people)",16.1,Yes
2022,By primary diagnosis,6,6. Diseases of the genitourinary system,By age,0-17 years old,"Visit rate (per 1,000 people)",12.0,Yes
2022,By primary diagnosis,6,6. Diseases of the genitourinary system,By age,18-44 years old,"Visit rate (per 1,000 people)",24.0,Yes
2022,By primary diagnosis,6,6. Diseases of the genitourinary system,By age,45-64 years old,"Visit rate (per 1,000 people)",21.9,Yes
2022,By primary diagnosis,6,6. Diseases of the genitourinary system,By age,65+ years old,"Visit rate (per 1,000 people)",32.7,Yes
2022,By primary diagnosis,6,6. Diseases of the genitourinary system,By race/ethnicity,Non-Hispanic white,"Visit rate (per 1,000 people)",21.8,Yes
2022,By primary diagnosis,6,6. Diseases of the genitourinary system,By race/ethnicity,Non-Hispanic black,"Visit rate (per 1,000 people)",35.7,Yes
2022,By primary diagnosis,6,6. Diseases of the genitourinary system,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",22.7,Yes
2022,By primary diagnosis,6,6. Diseases of the genitourinary system,By region,Northeast,"Visit rate (per 1,000 people)",19.5,Yes
2022,By primary diagnosis,6,6. Diseases of the genitourinary system,By region,Midwest,"Visit rate (per 1,000 people)",21.5,Yes
2022,By primary diagnosis,6,6. Diseases of the genitourinary system,By region,South,"Visit rate (per 1,000 people)",24.8,Yes
2022,By primary diagnosis,6,6. Diseases of the genitourinary system,By region,West,"Visit rate (per 1,000 people)",21.0,Yes
2022,By primary diagnosis,6,6. Diseases of the genitourinary system,By primary payment source,Private insurance,"Visit rate (per 1,000 people)",9.7,Yes
2016,By reason for visit,4,4. Shortness of breath,By age,65+ years old,"Visit rate (per 1,000 people)",27.1,Yes
2022,By primary diagnosis,6,6. Diseases of the genitourinary system,By primary payment source,Medicare,"Visit rate (per 1,000 people)",29.0,Yes
2022,By primary diagnosis,6,6. Diseases of the genitourinary system,By primary payment source,Medicaid,"Visit rate (per 1,000 people)",42.4,Yes
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",Total,All visits,"Visit rate (per 1,000 people)",18.1,Yes
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By sex,Female,"Visit rate (per 1,000 people)",15.6,Yes
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By sex,Male,"Visit rate (per 1,000 people)",20.6,Yes
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By age,0-17 years old,"Visit rate (per 1,000 people)",7.9,Yes
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By age,18-44 years old,"Visit rate (per 1,000 people)",25.7,Yes
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By age,45-64 years old,"Visit rate (per 1,000 people)",22.9,Yes
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By age,65+ years old,"Visit rate (per 1,000 people)",8.2,Yes
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By race/ethnicity,Non-Hispanic white,"Visit rate (per 1,000 people)",18.2,Yes
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By race/ethnicity,Non-Hispanic black,"Visit rate (per 1,000 people)",26.9,Yes
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",14.8,Yes
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By race/ethnicity,Non-Hispanic other,"Visit rate (per 1,000 people)",12.2,Yes
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By region,Northeast,"Visit rate (per 1,000 people)",20.4,Yes
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By region,Midwest,"Visit rate (per 1,000 people)",17.6,Yes
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By region,South,"Visit rate (per 1,000 people)",14.7,Yes
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By region,West,"Visit rate (per 1,000 people)",22.2,Yes
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By primary payment source,Private insurance,"Visit rate (per 1,000 people)",6.1,Yes
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By primary payment source,Medicare,"Visit rate (per 1,000 people)",16.2,Yes
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By primary payment source,Medicaid,"Visit rate (per 1,000 people)",45.1,Yes
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By primary payment source,Uninsured,"Visit rate (per 1,000 people)",20.4,Yes
2022,By primary diagnosis,8,8. Diseases of the circulatory system,Total,All visits,"Visit rate (per 1,000 people)",16.8,Yes
2022,By primary diagnosis,8,8. Diseases of the circulatory system,By sex,Female,"Visit rate (per 1,000 people)",15.7,Yes
2022,By primary diagnosis,8,8. Diseases of the circulatory system,By sex,Male,"Visit rate (per 1,000 people)",18.0,Yes
2022,By primary diagnosis,8,8. Diseases of the circulatory system,By age,18-44 years old,"Visit rate (per 1,000 people)",4.9,Yes
2022,By primary diagnosis,8,8. Diseases of the circulatory system,By age,45-64 years old,"Visit rate (per 1,000 people)",21.6,Yes
2022,By primary diagnosis,8,8. Diseases of the circulatory system,By age,65+ years old,"Visit rate (per 1,000 people)",55.1,Yes
2022,By primary diagnosis,8,8. Diseases of the circulatory system,By race/ethnicity,Non-Hispanic white,"Visit rate (per 1,000 people)",17.3,Yes
2022,By primary diagnosis,8,8. Diseases of the circulatory system,By race/ethnicity,Non-Hispanic black,"Visit rate (per 1,000 people)",28.0,Yes
2022,By primary diagnosis,8,8. Diseases of the circulatory system,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",11.6,Yes
2022,By primary diagnosis,8,8. Diseases of the circulatory system,By region,Northeast,"Visit rate (per 1,000 people)",18.3,Yes
2022,By primary diagnosis,8,8. Diseases of the circulatory system,By region,Midwest,"Visit rate (per 1,000 people)",16.2,Yes
2022,By primary diagnosis,8,8. Diseases of the circulatory system,By region,South,"Visit rate (per 1,000 people)",17.0,Yes
2022,By primary diagnosis,8,8. Diseases of the circulatory system,By region,West,"Visit rate (per 1,000 people)",15.9,Yes
2022,By primary diagnosis,8,8. Diseases of the circulatory system,By primary payment source,Private insurance,"Visit rate (per 1,000 people)",5.8,Yes
2022,By primary diagnosis,8,8. Diseases of the circulatory system,By primary payment source,Medicare,"Visit rate (per 1,000 people)",44.5,Yes
2022,By primary diagnosis,8,8. Diseases of the circulatory system,By primary payment source,Medicaid,"Visit rate (per 1,000 people)",17.1,Yes
2022,By primary diagnosis,9,9. Certain infectious and parasitic diseases,Total,All visits,"Visit rate (per 1,000 people)",14.2,Yes
2022,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By sex,Female,"Visit rate (per 1,000 people)",15.7,Yes
2022,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By sex,Male,"Visit rate (per 1,000 people)",12.6,Yes
2022,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By age,0-17 years old,"Visit rate (per 1,000 people)",28.5,Yes
2022,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By age,18-44 years old,"Visit rate (per 1,000 people)",12.3,Yes
2022,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By age,45-64 years old,"Visit rate (per 1,000 people)",7.8,Yes
2022,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By age,65+ years old,"Visit rate (per 1,000 people)",8.9,Yes
2022,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By race/ethnicity,Non-Hispanic white,"Visit rate (per 1,000 people)",12.2,Yes
2022,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By race/ethnicity,Non-Hispanic black,"Visit rate (per 1,000 people)",29.0,Yes
2022,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",14.2,Yes
2022,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By region,Northeast,"Visit rate (per 1,000 people)",13.5,Yes
2022,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By region,Midwest,"Visit rate (per 1,000 people)",13.6,Yes
2022,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By region,South,"Visit rate (per 1,000 people)",15.2,Yes
2022,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By region,West,"Visit rate (per 1,000 people)",13.4,Yes
2022,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By primary payment source,Private insurance,"Visit rate (per 1,000 people)",6.5,Yes
2022,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By primary payment source,Medicare,"Visit rate (per 1,000 people)",10.3,Yes
2022,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By primary payment source,Medicaid,"Visit rate (per 1,000 people)",38.2,Yes
2022,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,Total,All visits,"Visit rate (per 1,000 people)",13.6,Yes
2022,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By sex,Female,"Visit rate (per 1,000 people)",14.7,Yes
2022,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By sex,Male,"Visit rate (per 1,000 people)",12.4,Yes
2022,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By age,0-17 years old,"Visit rate (per 1,000 people)",12.7,Yes
2022,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By age,18-44 years old,"Visit rate (per 1,000 people)",16.1,Yes
2022,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By age,45-64 years old,"Visit rate (per 1,000 people)",12.5,Yes
2022,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By age,65+ years old,"Visit rate (per 1,000 people)",11.1,Yes
2022,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By race/ethnicity,Non-Hispanic white,"Visit rate (per 1,000 people)",13.7,Yes
2022,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By race/ethnicity,Non-Hispanic black,"Visit rate (per 1,000 people)",25.0,Yes
2022,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",11.2,Yes
2022,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By region,Northeast,"Visit rate (per 1,000 people)",10.1,Yes
2022,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By region,Midwest,"Visit rate (per 1,000 people)",14.2,Yes
2022,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By region,South,"Visit rate (per 1,000 people)",16.2,Yes
2022,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By region,West,"Visit rate (per 1,000 people)",11.3,Yes
2022,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By primary payment source,Private insurance,"Visit rate (per 1,000 people)",5.8,Yes
2022,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By primary payment source,Medicare,"Visit rate (per 1,000 people)",12.2,Yes
2022,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By primary payment source,Medicaid,"Visit rate (per 1,000 people)",28.6,Yes
2016,By reason for visit,0,All reasons,Total,All visits,"Visit rate (per 1,000 people)",457.8,Yes
2016,By reason for visit,0,All reasons,By sex,Female,"Visit rate (per 1,000 people)",489.6,Yes
2016,By reason for visit,0,All reasons,By sex,Male,"Visit rate (per 1,000 people)",424.6,Yes
2016,By reason for visit,0,All reasons,By age,0-17 years old,"Visit rate (per 1,000 people)",437.3,Yes
2016,By reason for visit,0,All reasons,By age,18-44 years old,"Visit rate (per 1,000 people)",495.0,Yes
2016,By reason for visit,0,All reasons,By age,45-64 years old,"Visit rate (per 1,000 people)",411.6,Yes
2016,By reason for visit,0,All reasons,By age,65+ years old,"Visit rate (per 1,000 people)",481.9,Yes
2016,By reason for visit,0,All reasons,By race/ethnicity,Non-Hispanic white,"Visit rate (per 1,000 people)",447.5,Yes
2016,By reason for visit,0,All reasons,By race/ethnicity,Non-Hispanic black,"Visit rate (per 1,000 people)",788.6,Yes
2016,By reason for visit,0,All reasons,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",403.7,Yes
2016,By reason for visit,0,All reasons,By race/ethnicity,Non-Hispanic other,"Visit rate (per 1,000 people)",171.7,Yes
2016,By reason for visit,0,All reasons,By region,Northeast,"Visit rate (per 1,000 people)",441.9,Yes
2016,By reason for visit,0,All reasons,By region,Midwest,"Visit rate (per 1,000 people)",469.4,Yes
2016,By reason for visit,0,All reasons,By region,South,"Visit rate (per 1,000 people)",445.6,Yes
2016,By reason for visit,0,All reasons,By region,West,"Visit rate (per 1,000 people)",478.7,Yes
2016,By reason for visit,0,All reasons,By metropolitan statistical area (MSA),MSA,"Visit rate (per 1,000 people)",427.7,Yes
2016,By reason for visit,0,All reasons,By metropolitan statistical area (MSA),Non-MSA,"Visit rate (per 1,000 people)",645.0,Yes
2016,By reason for visit,0,All reasons,By primary payment source,Private insurance,"Visit rate (per 1,000 people)",210.8,Yes
2016,By reason for visit,0,All reasons,By primary payment source,Medicare,"Visit rate (per 1,000 people)",494.2,Yes
2016,By reason for visit,0,All reasons,By primary payment source,Medicaid,"Visit rate (per 1,000 people)",946.0,Yes
2016,By reason for visit,0,All reasons,By primary payment source,Uninsured,"Visit rate (per 1,000 people)",446.5,Yes
2016,By reason for visit,0,All reasons,By primary payment source,Other,"Visit rate (per 1,000 people)",389.2,Yes
2016,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",Total,All visits,"Visit rate (per 1,000 people)",39.4,Yes
2016,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By sex,Female,"Visit rate (per 1,000 people)",51.1,Yes
2016,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By sex,Male,"Visit rate (per 1,000 people)",27.2,Yes
2016,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By age,0-17 years old,"Visit rate (per 1,000 people)",19.9,Yes
2016,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By age,18-44 years old,"Visit rate (per 1,000 people)",55.3,Yes
2016,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By age,45-64 years old,"Visit rate (per 1,000 people)",36.5,Yes
2016,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By age,65+ years old,"Visit rate (per 1,000 people)",36.7,Yes
2016,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By race/ethnicity,Non-Hispanic white,"Visit rate (per 1,000 people)",36.7,Yes
2016,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By race/ethnicity,Non-Hispanic black,"Visit rate (per 1,000 people)",62.1,Yes
2016,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",43.4,Yes
2016,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By race/ethnicity,Non-Hispanic other,"Visit rate (per 1,000 people)",17.8,Yes
2016,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By region,Northeast,"Visit rate (per 1,000 people)",39.0,Yes
2016,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By region,Midwest,"Visit rate (per 1,000 people)",35.9,Yes
2016,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By region,South,"Visit rate (per 1,000 people)",35.3,Yes
2016,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By region,West,"Visit rate (per 1,000 people)",49.2,Yes
2016,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By metropolitan statistical area (MSA),MSA,"Visit rate (per 1,000 people)",39.5,Yes
2016,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By metropolitan statistical area (MSA),Non-MSA,"Visit rate (per 1,000 people)",38.8,Yes
2016,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By primary payment source,Private insurance,"Visit rate (per 1,000 people)",21.7,Yes
2016,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By primary payment source,Medicare,"Visit rate (per 1,000 people)",42.1,Yes
2016,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By primary payment source,Medicaid,"Visit rate (per 1,000 people)",84.5,Yes
2016,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By primary payment source,Uninsured,"Visit rate (per 1,000 people)",38.7,Yes
2016,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),Total,All visits,"Visit rate (per 1,000 people)",23.8,Yes
2016,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By sex,Female,"Visit rate (per 1,000 people)",24.9,Yes
2016,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By sex,Male,"Visit rate (per 1,000 people)",22.6,Yes
2016,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By age,0-17 years old,"Visit rate (per 1,000 people)",4.8,Yes
2016,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By age,18-44 years old,"Visit rate (per 1,000 people)",23.7,Yes
2016,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By age,45-64 years old,"Visit rate (per 1,000 people)",34.6,Yes
2016,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By age,65+ years old,"Visit rate (per 1,000 people)",34.5,Yes
2016,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By race/ethnicity,Non-Hispanic white,"Visit rate (per 1,000 people)",25.0,Yes
2016,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By race/ethnicity,Non-Hispanic black,"Visit rate (per 1,000 people)",40.6,Yes
2016,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",15.3,Yes
2016,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By race/ethnicity,Non-Hispanic other,"Visit rate (per 1,000 people)",8.7,Yes
2016,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By region,Northeast,"Visit rate (per 1,000 people)",19.7,Yes
2016,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By region,Midwest,"Visit rate (per 1,000 people)",24.4,Yes
2016,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By region,South,"Visit rate (per 1,000 people)",25.5,Yes
2016,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By region,West,"Visit rate (per 1,000 people)",23.5,Yes
2016,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By metropolitan statistical area (MSA),MSA,"Visit rate (per 1,000 people)",22.1,Yes
2016,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By metropolitan statistical area (MSA),Non-MSA,"Visit rate (per 1,000 people)",34.5,Yes
2016,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By primary payment source,Private insurance,"Visit rate (per 1,000 people)",11.8,Yes
2016,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By primary payment source,Medicare,"Visit rate (per 1,000 people)",38.7,Yes
2016,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By primary payment source,Medicaid,"Visit rate (per 1,000 people)",33.4,Yes
2016,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By primary payment source,Uninsured,"Visit rate (per 1,000 people)",22.9,Yes
2016,By reason for visit,3,3. Cough,Total,All visits,"Visit rate (per 1,000 people)",16.2,Yes
2016,By reason for visit,3,3. Cough,By sex,Female,"Visit rate (per 1,000 people)",16.6,Yes
2016,By reason for visit,3,3. Cough,By sex,Male,"Visit rate (per 1,000 people)",15.7,Yes
2016,By reason for visit,3,3. Cough,By age,0-17 years old,"Visit rate (per 1,000 people)",35.0,Yes
2016,By reason for visit,3,3. Cough,By age,18-44 years old,"Visit rate (per 1,000 people)",11.6,Yes
2016,By reason for visit,3,3. Cough,By age,45-64 years old,"Visit rate (per 1,000 people)",8.1,Yes
2016,By reason for visit,3,3. Cough,By age,65+ years old,"Visit rate (per 1,000 people)",12.1,Yes
2016,By reason for visit,3,3. Cough,By race/ethnicity,Non-Hispanic white,"Visit rate (per 1,000 people)",12.7,Yes
2016,By reason for visit,3,3. Cough,By race/ethnicity,Non-Hispanic black,"Visit rate (per 1,000 people)",34.8,Yes
2016,By reason for visit,3,3. Cough,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",19.5,Yes
2016,By reason for visit,3,3. Cough,By race/ethnicity,Non-Hispanic other,"Visit rate (per 1,000 people)",7.8,Yes
2016,By reason for visit,3,3. Cough,By region,Northeast,"Visit rate (per 1,000 people)",10.0,Yes
2016,By reason for visit,3,3. Cough,By region,Midwest,"Visit rate (per 1,000 people)",15.1,Yes
2016,By reason for visit,3,3. Cough,By region,South,"Visit rate (per 1,000 people)",17.2,Yes
2016,By reason for visit,3,3. Cough,By region,West,"Visit rate (per 1,000 people)",19.9,Yes
2016,By reason for visit,3,3. Cough,By metropolitan statistical area (MSA),MSA,"Visit rate (per 1,000 people)",14.9,Yes
2016,By reason for visit,3,3. Cough,By metropolitan statistical area (MSA),Non-MSA,"Visit rate (per 1,000 people)",24.2,Yes
2016,By reason for visit,3,3. Cough,By primary payment source,Private insurance,"Visit rate (per 1,000 people)",6.5,Yes
2016,By reason for visit,3,3. Cough,By primary payment source,Medicare,"Visit rate (per 1,000 people)",10.8,Yes
2016,By reason for visit,3,3. Cough,By primary payment source,Medicaid,"Visit rate (per 1,000 people)",47.6,Yes
2016,By reason for visit,3,3. Cough,By primary payment source,Uninsured,"Visit rate (per 1,000 people)",13.3,Yes
